trip_id,route_id,start_time,end_time,distance_km,avg_slope,congestion_index,avg_speed,passenger_load,temperature,peak_hour,energy_kwh,source
2006680-2-448-1725,2006680,17:25:00,17:39:00,5.25,0.024,0.582,22.5,0.85,26.5,1,12.14,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1740,2006680,17:40:00,17:54:00,5.25,-0.0021,0.797,22.5,0.791,26.5,1,9.38,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1800,2006680,18:00:00,18:14:00,5.25,0.0309,0.598,22.5,0.777,25.8,1,12.47,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1815,2006680,18:15:00,18:29:00,5.25,0.0363,0.778,22.5,0.663,25.8,1,13.07,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1835,2006680,18:35:00,18:49:00,5.25,0.0099,0.647,22.5,0.806,25.8,1,9.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1850,2006680,18:50:00,19:04:00,5.25,0.0542,0.759,22.5,0.916,25.8,1,15.68,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1910,2006680,19:10:00,19:24:00,5.25,0.0585,0.793,22.5,0.86,25.1,1,15.81,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1925,2006680,19:25:00,19:39:00,5.25,-0.0042,0.62,22.5,0.794,25.1,1,7.5,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-1945,2006680,19:45:00,19:59:00,5.25,-0.0175,0.769,22.5,0.849,25.1,1,9.3,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-2000,2006680,20:00:00,20:14:00,5.25,-0.0063,0.302,22.5,0.279,24.3,0,5.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-2020,2006680,20:20:00,20:34:00,5.25,-0.0018,0.339,22.5,0.312,24.3,0,7.1,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-2035,2006680,20:35:00,20:49:00,5.25,0.0263,0.386,22.5,0.276,24.3,0,10.22,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-2055,2006680,20:55:00,21:09:00,5.25,-0.0004,0.415,22.5,0.435,24.3,0,6.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006680-2-448-2110,2006680,21:10:00,21:24:00,5.25,-0.0198,0.403,22.5,0.599,23.6,0,7.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0610,2006681,06:10:00,06:19:00,1.96,0.0555,0.261,13.07,0.455,22.8,0,5.61,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0618,2006681,06:18:00,06:27:00,1.96,0.0414,0.25,13.07,0.324,22.8,0,3.78,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0628,2006681,06:28:00,06:37:00,1.96,0.0485,0.315,13.07,0.591,22.8,0,5.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0636,2006681,06:36:00,06:45:00,1.96,0.0311,0.383,13.07,0.388,22.8,0,4.5,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0646,2006681,06:46:00,06:55:00,1.96,0.0322,0.33,13.07,0.363,22.8,0,3.47,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0654,2006681,06:54:00,07:03:00,1.96,0.0065,0.269,13.07,0.593,22.8,0,3.04,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0700,2006681,07:00:00,07:09:00,1.96,0.036,0.704,13.07,0.732,23.6,1,4.06,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0704,2006681,07:04:00,07:13:00,1.96,0.0263,0.738,13.07,0.632,23.6,1,3.78,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0709,2006681,07:09:00,07:18:00,1.96,0.0009,0.519,13.07,0.69,23.6,1,2.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0713,2006681,07:13:00,07:22:00,1.96,-0.009,0.52,13.07,0.887,23.6,1,1.3,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0718,2006681,07:18:00,07:27:00,1.96,0.0242,0.599,13.07,0.926,23.6,1,4.3,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0722,2006681,07:22:00,07:31:00,1.96,0.0124,0.533,13.07,0.848,23.6,1,2.76,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0727,2006681,07:27:00,07:36:00,1.96,0.057,0.789,13.07,0.867,23.6,1,6.19,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0731,2006681,07:31:00,07:40:00,1.96,0.0152,0.524,13.07,0.794,23.6,1,3.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0736,2006681,07:36:00,07:45:00,1.96,0.0136,0.627,13.07,0.646,23.6,1,3.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0740,2006681,07:40:00,07:49:00,1.96,-0.0131,0.636,13.07,0.792,23.6,1,3.41,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0745,2006681,07:45:00,07:54:00,1.96,-0.0059,0.568,13.07,0.885,23.6,1,2.88,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0749,2006681,07:49:00,07:58:00,1.96,0.0526,0.618,13.07,0.927,23.6,1,5.62,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0754,2006681,07:54:00,08:03:00,1.96,0.0173,0.685,13.07,0.607,23.6,1,3.97,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0758,2006681,07:58:00,08:07:00,1.96,-0.0025,0.507,13.07,0.873,23.6,1,2.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0803,2006681,08:03:00,08:12:00,1.96,0.0481,0.682,13.07,0.731,24.3,1,4.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0807,2006681,08:07:00,08:16:00,1.96,0.0502,0.702,13.07,0.901,24.3,1,5.1,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0812,2006681,08:12:00,08:21:00,1.96,0.0158,0.559,13.07,0.943,24.3,1,3.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0816,2006681,08:16:00,08:25:00,1.96,-0.0078,0.613,13.07,0.885,24.3,1,2.69,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0821,2006681,08:21:00,08:30:00,1.96,-0.0243,0.576,13.07,0.643,24.3,1,2.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0825,2006681,08:25:00,08:34:00,1.96,0.0317,0.616,13.07,0.608,24.3,1,3.8,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0830,2006681,08:30:00,08:39:00,1.96,0.0204,0.559,13.07,0.886,24.3,1,4.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0834,2006681,08:34:00,08:43:00,1.96,0.0162,0.63,13.07,0.832,24.3,1,3.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0839,2006681,08:39:00,08:48:00,1.96,-0.0002,0.518,13.07,0.814,24.3,1,2.38,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0843,2006681,08:43:00,08:52:00,1.96,0.042,0.76,13.07,0.782,24.3,1,5.41,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0848,2006681,08:48:00,08:57:00,1.96,0.0009,0.507,13.07,0.632,24.3,1,3.08,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0852,2006681,08:52:00,09:01:00,1.96,0.0544,0.634,13.07,0.605,24.3,1,5.88,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0857,2006681,08:57:00,09:06:00,1.96,0.0364,0.557,13.07,0.939,24.3,1,4.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-0900,2006681,09:00:00,09:09:00,1.96,-0.0194,0.749,13.07,0.668,25.1,1,2.68,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1700,2006681,17:00:00,17:09:00,1.96,0.0194,0.705,13.07,0.689,26.5,1,4.23,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1704,2006681,17:04:00,17:13:00,1.96,0.0554,0.795,13.07,0.669,26.5,1,5.79,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1709,2006681,17:09:00,17:18:00,1.96,0.0489,0.624,13.07,0.918,26.5,1,5.71,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1713,2006681,17:13:00,17:22:00,1.96,0.0227,0.609,13.07,0.88,26.5,1,3.57,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1718,2006681,17:18:00,17:27:00,1.96,0.0043,0.702,13.07,0.796,26.5,1,3.88,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1722,2006681,17:22:00,17:31:00,1.96,0.0424,0.656,13.07,0.689,26.5,1,5.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1727,2006681,17:27:00,17:36:00,1.96,0.0562,0.622,13.07,0.649,26.5,1,5.4,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1731,2006681,17:31:00,17:40:00,1.96,-0.0077,0.624,13.07,0.699,26.5,1,3.21,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1736,2006681,17:36:00,17:45:00,1.96,-0.005,0.568,13.07,0.69,26.5,1,2.71,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1740,2006681,17:40:00,17:49:00,1.96,0.0193,0.782,13.07,0.707,26.5,1,4.55,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1745,2006681,17:45:00,17:54:00,1.96,-0.0179,0.635,13.07,0.788,26.5,1,4.06,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1749,2006681,17:49:00,17:58:00,1.96,-0.0246,0.581,13.07,0.702,26.5,1,3.46,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1754,2006681,17:54:00,18:03:00,1.96,0.0489,0.531,13.07,0.916,26.5,1,5.74,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1758,2006681,17:58:00,18:07:00,1.96,-0.0054,0.631,13.07,0.744,26.5,1,3.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1803,2006681,18:03:00,18:12:00,1.96,-0.023,0.726,13.07,0.621,25.8,1,3.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1807,2006681,18:07:00,18:16:00,1.96,0.0002,0.716,13.07,0.929,25.8,1,3.02,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1812,2006681,18:12:00,18:21:00,1.96,0.0383,0.518,13.07,0.786,25.8,1,5.03,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1816,2006681,18:16:00,18:25:00,1.96,0.0047,0.721,13.07,0.692,25.8,1,2.51,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1821,2006681,18:21:00,18:30:00,1.96,0.0124,0.54,13.07,0.959,25.8,1,3.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1825,2006681,18:25:00,18:34:00,1.96,0.0079,0.744,13.07,0.821,25.8,1,3.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1830,2006681,18:30:00,18:39:00,1.96,0.0078,0.661,13.07,0.609,25.8,1,3.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1834,2006681,18:34:00,18:43:00,1.96,0.0148,0.522,13.07,0.677,25.8,1,3.38,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1839,2006681,18:39:00,18:48:00,1.96,0.0186,0.514,13.07,0.87,25.8,1,2.88,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1843,2006681,18:43:00,18:52:00,1.96,0.0248,0.622,13.07,0.831,25.8,1,4.79,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1848,2006681,18:48:00,18:57:00,1.96,0.0415,0.748,13.07,0.838,25.8,1,5.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1852,2006681,18:52:00,19:01:00,1.96,-0.0115,0.68,13.07,0.649,25.8,1,3.18,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1857,2006681,18:57:00,19:06:00,1.96,0.0202,0.614,13.07,0.932,25.8,1,5.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1901,2006681,19:01:00,19:10:00,1.96,-0.0031,0.681,13.07,0.613,25.1,1,3.22,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1906,2006681,19:06:00,19:15:00,1.96,0.0245,0.75,13.07,0.738,25.1,1,4.55,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1910,2006681,19:10:00,19:19:00,1.96,-0.0162,0.735,13.07,0.659,25.1,1,3.05,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1915,2006681,19:15:00,19:24:00,1.96,0.0343,0.751,13.07,0.687,25.1,1,4.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1919,2006681,19:19:00,19:28:00,1.96,0.0509,0.638,13.07,0.738,25.1,1,4.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1924,2006681,19:24:00,19:33:00,1.96,0.0089,0.615,13.07,0.943,25.1,1,3.38,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1928,2006681,19:28:00,19:37:00,1.96,0.0532,0.573,13.07,0.666,25.1,1,5.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-287-1930,2006681,19:30:00,19:39:00,1.96,0.0321,0.546,13.07,0.765,25.1,1,3.72,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0620,2006681,06:20:00,06:29:00,2.2,0.0162,0.22,14.67,0.57,22.8,0,3.94,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0628,2006681,06:28:00,06:37:00,2.2,0.0575,0.187,14.67,0.297,22.8,0,5.36,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0638,2006681,06:38:00,06:47:00,2.2,0.0321,0.304,14.67,0.578,22.8,0,4.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0646,2006681,06:46:00,06:55:00,2.2,0.0519,0.225,14.67,0.339,22.8,0,5.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0656,2006681,06:56:00,07:05:00,2.2,0.0209,0.265,14.67,0.344,22.8,0,5.09,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0700,2006681,07:00:00,07:09:00,2.2,0.0364,0.555,14.67,0.705,23.6,1,5.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0704,2006681,07:04:00,07:13:00,2.2,-0.0172,0.555,14.67,0.772,23.6,1,3.74,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0709,2006681,07:09:00,07:18:00,2.2,0.0593,0.791,14.67,0.72,23.6,1,6.06,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0713,2006681,07:13:00,07:22:00,2.2,0.017,0.596,14.67,0.793,23.6,1,4.02,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0718,2006681,07:18:00,07:27:00,2.2,0.0032,0.527,14.67,0.749,23.6,1,3.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0722,2006681,07:22:00,07:31:00,2.2,0.014,0.568,14.67,0.641,23.6,1,3.45,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0727,2006681,07:27:00,07:36:00,2.2,0.0308,0.533,14.67,0.861,23.6,1,4.79,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0731,2006681,07:31:00,07:40:00,2.2,0.0262,0.744,14.67,0.728,23.6,1,5.0,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0736,2006681,07:36:00,07:45:00,2.2,0.0398,0.65,14.67,0.874,23.6,1,5.82,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0740,2006681,07:40:00,07:49:00,2.2,0.0283,0.522,14.67,0.641,23.6,1,4.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0745,2006681,07:45:00,07:54:00,2.2,0.0106,0.754,14.67,0.919,23.6,1,4.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0749,2006681,07:49:00,07:58:00,2.2,0.0526,0.603,14.67,0.612,23.6,1,5.41,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0754,2006681,07:54:00,08:03:00,2.2,0.0252,0.581,14.67,0.781,23.6,1,4.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0758,2006681,07:58:00,08:07:00,2.2,0.0353,0.765,14.67,0.698,23.6,1,5.22,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0803,2006681,08:03:00,08:12:00,2.2,0.0376,0.771,14.67,0.616,24.3,1,5.75,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0807,2006681,08:07:00,08:16:00,2.2,0.0194,0.743,14.67,0.869,24.3,1,3.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0812,2006681,08:12:00,08:21:00,2.2,-0.0129,0.623,14.67,0.786,24.3,1,2.85,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0816,2006681,08:16:00,08:25:00,2.2,0.0456,0.57,14.67,0.667,24.3,1,6.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0821,2006681,08:21:00,08:30:00,2.2,0.0413,0.787,14.67,0.894,24.3,1,5.45,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0825,2006681,08:25:00,08:34:00,2.2,-0.0182,0.572,14.67,0.766,24.3,1,3.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0830,2006681,08:30:00,08:39:00,2.2,0.0378,0.561,14.67,0.876,24.3,1,5.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0834,2006681,08:34:00,08:43:00,2.2,0.0305,0.783,14.67,0.838,24.3,1,4.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0839,2006681,08:39:00,08:48:00,2.2,0.0215,0.728,14.67,0.634,24.3,1,4.35,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0843,2006681,08:43:00,08:52:00,2.2,0.0434,0.602,14.67,0.662,24.3,1,5.95,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0848,2006681,08:48:00,08:57:00,2.2,0.0464,0.519,14.67,0.938,24.3,1,6.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0852,2006681,08:52:00,09:01:00,2.2,0.0557,0.797,14.67,0.872,24.3,1,6.19,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0857,2006681,08:57:00,09:06:00,2.2,0.0062,0.619,14.67,0.902,24.3,1,3.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-0930,2006681,09:30:00,09:39:00,2.2,0.0442,0.6,14.67,0.612,25.1,1,5.18,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1700,2006681,17:00:00,17:09:00,2.2,0.0371,0.66,14.67,0.873,26.5,1,5.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1704,2006681,17:04:00,17:13:00,2.2,-0.0038,0.667,14.67,0.786,26.5,1,3.92,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1709,2006681,17:09:00,17:18:00,2.2,-0.0194,0.637,14.67,0.775,26.5,1,4.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1713,2006681,17:13:00,17:22:00,2.2,0.0132,0.512,14.67,0.93,26.5,1,4.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1718,2006681,17:18:00,17:27:00,2.2,-0.0022,0.588,14.67,0.931,26.5,1,3.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1722,2006681,17:22:00,17:31:00,2.2,0.0453,0.782,14.67,0.841,26.5,1,5.76,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1727,2006681,17:27:00,17:36:00,2.2,0.0257,0.784,14.67,0.653,26.5,1,5.45,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1731,2006681,17:31:00,17:40:00,2.2,0.0419,0.581,14.67,0.821,26.5,1,5.62,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1736,2006681,17:36:00,17:45:00,2.2,0.0215,0.721,14.67,0.752,26.5,1,5.6,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1740,2006681,17:40:00,17:49:00,2.2,0.022,0.795,14.67,0.889,26.5,1,5.03,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1745,2006681,17:45:00,17:54:00,2.2,-0.0089,0.683,14.67,0.707,26.5,1,3.33,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1749,2006681,17:49:00,17:58:00,2.2,-0.0237,0.671,14.67,0.705,26.5,1,3.33,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1754,2006681,17:54:00,18:03:00,2.2,0.0166,0.763,14.67,0.945,26.5,1,4.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1758,2006681,17:58:00,18:07:00,2.2,0.0211,0.631,14.67,0.868,26.5,1,4.75,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1803,2006681,18:03:00,18:12:00,2.2,0.0579,0.744,14.67,0.711,25.8,1,7.13,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1807,2006681,18:07:00,18:16:00,2.2,0.0207,0.575,14.67,0.814,25.8,1,4.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1812,2006681,18:12:00,18:21:00,2.2,0.0483,0.654,14.67,0.819,25.8,1,6.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1816,2006681,18:16:00,18:25:00,2.2,0.0521,0.654,14.67,0.86,25.8,1,7.16,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1821,2006681,18:21:00,18:30:00,2.2,0.0013,0.723,14.67,0.922,25.8,1,3.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1825,2006681,18:25:00,18:34:00,2.2,0.0546,0.513,14.67,0.661,25.8,1,6.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1830,2006681,18:30:00,18:39:00,2.2,0.0459,0.54,14.67,0.64,25.8,1,5.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1834,2006681,18:34:00,18:43:00,2.2,0.0207,0.676,14.67,0.788,25.8,1,5.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1839,2006681,18:39:00,18:48:00,2.2,0.0093,0.653,14.67,0.941,25.8,1,4.2,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1843,2006681,18:43:00,18:52:00,2.2,-0.0092,0.743,14.67,0.743,25.8,1,3.47,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1848,2006681,18:48:00,18:57:00,2.2,-0.0157,0.59,14.67,0.857,25.8,1,3.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1852,2006681,18:52:00,19:01:00,2.2,0.0543,0.6,14.67,0.651,25.8,1,6.16,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1857,2006681,18:57:00,19:06:00,2.2,0.0301,0.589,14.67,0.766,25.8,1,4.67,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1901,2006681,19:01:00,19:10:00,2.2,0.0432,0.543,14.67,0.624,25.1,1,5.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1906,2006681,19:06:00,19:15:00,2.2,0.0097,0.688,14.67,0.818,25.1,1,3.94,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1910,2006681,19:10:00,19:19:00,2.2,-0.0124,0.689,14.67,0.956,25.1,1,3.37,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1915,2006681,19:15:00,19:24:00,2.2,0.0553,0.727,14.67,0.622,25.1,1,6.08,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1919,2006681,19:19:00,19:28:00,2.2,0.0027,0.576,14.67,0.676,25.1,1,4.4,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1924,2006681,19:24:00,19:33:00,2.2,-0.0148,0.675,14.67,0.695,25.1,1,3.27,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1928,2006681,19:28:00,19:37:00,2.2,0.0321,0.567,14.67,0.806,25.1,1,5.35,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-2-287-1930,2006681,19:30:00,19:39:00,2.2,0.0288,0.545,14.67,0.94,25.1,1,4.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0610,2006681,06:10:00,06:19:00,1.96,0.0558,0.327,13.07,0.588,22.8,0,5.44,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0618,2006681,06:18:00,06:27:00,1.96,0.0329,0.441,13.07,0.583,22.8,0,4.24,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0628,2006681,06:28:00,06:37:00,1.96,0.0335,0.329,13.07,0.496,22.8,0,3.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0636,2006681,06:36:00,06:45:00,1.96,0.0414,0.181,13.07,0.314,22.8,0,4.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0646,2006681,06:46:00,06:55:00,1.96,0.0562,0.347,13.07,0.518,22.8,0,5.61,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0654,2006681,06:54:00,07:03:00,1.96,0.0335,0.444,13.07,0.448,22.8,0,3.75,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0700,2006681,07:00:00,07:09:00,1.96,0.0059,0.523,13.07,0.769,23.6,1,3.22,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2006681-1-288-0704,2006681,07:04:00,07:13:00,1.96,-0.011,0.513,13.07,0.714,23.6,1,2.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
